0,12:03:16,0.0,-27.99999999999999
1,12:05:18,0.0,-23.999999999999996
2,12:05:39,0.0,-19.99999999999999
3,12:05:48,0.0,-15.999999999999996
4,12:05:57,0.0,-11.999999999999991
5,12:06:05,0.0,-7.999999999999986
6,12:06:12,0.0,-3.999999999999993
7,12:06:20,0.0,0.0
8,12:06:27,0.0,4.000000000000005
9,12:06:38,0.0,8.00000000000001
10,12:06:46,0.0,12.000000000000018
11,12:06:55,0.0,15.999999999999984
12,12:07:04,0.0,20.000000000000004
13,12:08:00,0.0,24.000000000000007
14,12:08:09,0.0,28.0
0,12:24:51,0.0,-27.99999999999999
1,12:25:54,0.0,-23.999999999999996
2,12:26:11,0.0,-19.99999999999999
3,12:26:33,0.0,-15.999999999999996
4,12:26:54,0.0,-11.999999999999991
5,12:27:24,0.0,-7.999999999999986
6,12:27:38,0.0,-3.999999999999993
7,12:27:55,0.0,0.0
8,12:28:10,0.0,4.000000000000005
9,12:28:24,0.0,8.00000000000001
10,12:28:40,0.0,12.000000000000018
11,12:29:02,0.0,15.999999999999984
12,12:29:19,0.0,20.000000000000004
13,12:29:38,0.0,24.000000000000007
14,12:29:57,0.0,28.0
0,12:42:25,-5.428146656364402e-15,72.0
1,12:46:42,-5.428146656364402e-15,76.0
2,12:47:24,-5.428146656364403e-15,80.0
3,12:48:04,-5.428146656364402e-15,84.0
4,12:48:33,-5.428146656364402e-15,88.0
5,12:49:02,-5.428146656364402e-15,92.0
6,12:49:44,-5.428146656364402e-15,96.00000000000001
7,12:50:32,-5.428146656364402e-15,100.0
8,12:51:05,-5.428146656364402e-15,104.0
9,12:51:38,-5.428146656364402e-15,108.0
0,13:14:48,-5.428146656364402e-15,72.0
1,13:15:58,-5.428146656364402e-15,76.0
2,13:16:29,-5.428146656364403e-15,80.0
3,13:16:48,-5.428146656364402e-15,84.0
4,13:17:12,-5.428146656364402e-15,88.0
5,13:17:34,-5.428146656364402e-15,92.0
6,13:17:57,-5.428146656364402e-15,96.00000000000001
7,13:18:21,-5.428146656364402e-15,100.0
8,13:18:42,-5.428146656364402e-15,104.0
9,13:19:08,-5.428146656364402e-15,108.0
0,14:14:50,-5.428146656364402e-15,72.0
1,14:15:02,-5.428146656364402e-15,76.0
2,14:15:17,-5.428146656364403e-15,80.0
3,14:15:26,-5.428146656364402e-15,84.0
4,14:15:35,-5.428146656364402e-15,88.0
5,14:15:45,-5.428146656364402e-15,92.0
6,14:15:54,-5.428146656364402e-15,96.00000000000001
7,14:16:04,-5.428146656364402e-15,100.0
8,14:16:13,-5.428146656364402e-15,104.0
9,14:16:22,-5.428146656364402e-15,108.0
0,15:26:36,-68.36363636363636,74.0
1,15:26:41,-68.36363636363635,82.0
2,15:26:44,-68.36363636363636,90.0
3,15:26:47,-68.36363636363635,97.99999999999999
4,15:26:51,-68.36363636363636,106.00000000000003
5,15:26:54,-65.0909090909091,106.0
6,15:26:58,-65.0909090909091,97.99999999999999
7,15:27:01,-65.09090909090911,90.0
8,15:27:05,-65.0909090909091,82.0
9,15:27:08,-65.0909090909091,74.0
10,15:27:17,-61.81818181818182,73.33333333333333
11,15:27:19,-61.81818181818182,80.0
12,15:27:22,-61.81818181818182,86.66666666666666
13,15:27:26,-61.81818181818182,93.33333333333334
14,15:27:29,-61.81818181818182,100.0
15,15:27:32,-61.81818181818182,106.66666666666667
16,15:27:36,-58.545454545454554,106.66666666666664
17,15:27:39,-58.545454545454554,99.99999999999999
18,15:27:43,-58.54545454545454,93.33333333333331
19,15:27:46,-58.54545454545454,86.66666666666667
20,15:27:49,-58.545454545454554,80.0
21,15:27:52,-58.54545454545454,73.33333333333334
22,15:27:55,-55.27272727272729,72.85714285714285
23,15:27:58,-55.27272727272729,78.57142857142857
24,15:28:00,-55.27272727272727,84.28571428571429
25,15:28:03,-55.27272727272727,90.0
26,15:28:07,-55.27272727272727,95.71428571428571
27,15:28:11,-55.27272727272729,101.42857142857143
28,15:28:14,-55.27272727272729,107.14285714285715
29,15:28:19,-52.0,107.49999999999999
30,15:28:22,-52.0,102.50000000000001
31,15:28:25,-51.999999999999986,97.5
32,15:28:28,-52.0,92.49999999999999
33,15:28:31,-52.0,87.5
34,15:28:34,-51.999999999999986,82.50000000000001
35,15:28:37,-52.0,77.49999999999999
36,15:28:39,-52.0,72.5
37,15:28:43,-48.727272727272734,72.5
38,15:28:46,-48.727272727272734,77.50000000000001
39,15:28:49,-48.727272727272734,82.5
0,15:34:56,-68.36363636363636,74.0
1,15:35:01,-68.36363636363635,82.0
2,15:35:05,-68.36363636363636,90.0
3,15:35:08,-68.36363636363635,97.99999999999999
4,15:35:11,-68.36363636363636,106.00000000000003
5,15:35:14,-65.0909090909091,106.0
6,15:35:18,-65.0909090909091,97.99999999999999
7,15:35:21,-65.09090909090911,90.0
0,16:09:59,0.9999999999999969,1.0000000000000013
1,16:10:03,0.9999999999999969,3.0000000000000044
2,16:10:11,0.9999999999999969,4.999999999999995
3,16:10:19,0.9999999999999969,6.999999999999997
4,16:10:23,0.9999999999999967,9.0
5,16:10:43,0.9999999999999969,11.000000000000004
6,16:10:45,0.9999999999999967,13.000000000000005
7,16:10:47,0.9999999999999969,14.999999999999996
8,16:10:49,0.9999999999999969,17.0
9,16:10:53,0.9999999999999969,19.0
10,16:10:55,0.9999999999999967,21.000000000000004
0,16:22:11,0.9999999999999969,51.0
1,16:22:17,0.9999999999999969,53.00000000000001
2,16:22:25,0.9999999999999969,54.99999999999999
3,16:22:31,0.9999999999999969,57.00000000000001
